,FullRawTextPCM,FullRawText,Arg1_RawText,Arg2_RawText,arg1_rawTextPCM_alignment,arg2_raw_textPCM_alignment,connective_rawTextPCM_alignment
9254,"Dis one na superior deal for McCartney wey we dey surprise.
",this is a superior deal to McCaw's. We're surprised,this is a superior deal to McCaw's,We're surprised,one Dis na superior deal for McCartney wey surprise.,we dey surprise.,
9278,"We no dey worry until dem come dey sell programme.
",We weren't as concerned until they became sell programs,We weren't as concerned,they became sell programs,We no dey programme. worry worry,dem come sell programme.,until
9283,"People wey dey invest dey run comot from market and dem dey sell wetin dem get
",when individual investors fled the market and trading activity dwindled,when individual investors fled the market,trading activity dwindled,People invest invest run from market,sell comot dey wetin get,and
9285,": To sell investors when oder people no dey sell
",to sell investors when other holders aren't selling,to sell investors,other holders aren't selling,To sell investors,oder : people no dey sell,when
9287,": To reduce price wey you dey sell now
",to lower price quotes when sell programs are in progress,to lower price quotes,sell programs are in progress,To reduce price wey,sell : dey dey now,you
9289,": to buy share from people wey no go buy
",to buy shares from sellers when no one else will,to buy shares from sellers,no one else will,to buy share from people buy,no go wey wey,:
9518,"She be authoritarian. (Selah.)
","she is authoritarian. ""Nonsense",she is authoritarian,Nonsense,She be authoritarian.,(Selah.),
9524,"No Let People Mistake Make You Miss Wetin You Promise
",Wives May Not Benefit  When Men Do Chores,Wives May Not Benefit,Men Do Chores,People You Let No Mistake Wetin,Miss Wetin Promise,You
9563,": Dey sofri sofri so that you no go fall put.
",Be careful boys; use good judgment,Be careful boys,use good judgment,Dey sofri : put.,you fall put.,
9564,"Use better judgement, we dey for gas, make we no dey smoke.
","use good judgment. We're standing in gasoline, so don't smoke",use good judgment,"We're standing in gasoline, so don't smoke","Use better judgement, smoke.","we dey judgement, for gas, dey make we no dey smoke.",
9565,": We stand for front of gas so no smoke.
","We're standing in gasoline, so don't smoke",We're standing in gasoline,don't smoke,: We stand front for of gas smoke.,no smoke.,of gas smoke.
9725,": Smiling well, well when e dey talk about Oga.
",Smiling broadly when he talks about Mr. Carpenter,Smiling broadly,he talks about Mr. Carpenter,"Smiling well, well",e talk about Oga. Oga.,when
9819,"Construction no go resume until market condition warrant.
",construction wouldn't resume until market conditions warrant it,construction wouldn't resume,market conditions warrant it,Construction no go resume,market condition warrant. warrant.,until
10036,": When de talk big issue, de really talk big issue.
","When they talk mega-issues, they're truly talking mega",they're truly talking mega,they talk mega-issues,de really talk big issue.,"de talk : big issue, issue.",When
10134,"I dey okay o Jack, I dey okay.
","I'm OK, Jack. I'm OK","I'm OK, Jack",I'm OK,"I dey okay o Jack,",I dey okay o,
10135,"I dey okay.
","I'm OK."" (listening) ""Yeah",I'm OK,Yeah,I dey okay.,okay.,
10136,"Ehn I don comot for bed.
",Yeah. I'm out of bed,Yeah,I'm out of bed,Ehn bed.,I don comot Ehn for bed.,
10138,"I get my leg for floor o.
",I got my feet on the floor. Yeah,I got my feet on the floor,Yeah,I get my leg for floor o.,o.,
10139,"Ehn two leg.
",Yeah. Two feet,Yeah,Two feet,Ehn leg.,two leg.,
10140,"Two leg, I go see you Wednesday?..
",Two feet. I'll see you Wednesday? . . . Thursday,Two feet,I'll see you Wednesday? . . . Thursday,"Two leg,",I go see you Wednesday?.. Wednesday?.. Wednesday?..,
10141,"I go always dey wit you Jack, no worry.
","I'll always be with you, Jack. Don't worry","I'll always be with you, Jack",Don't worry,"I go always dey wit dey you Jack, worry.","Jack, no worry.",
10182,"No way o, I dey think reacting anyhow e go bad.
",No way. I think re-enactments stink,No way,I think re-enactments stink,No way bad.,"I think o, reacting anyhow go bad.",
10189,"Once you add drama, no be drama now, na drama.
","Once you add dramatizations, it's no longer news, it's drama","it's no longer news, it's drama",you add dramatizations,"no be now, drama na drama.","you add drama, drama.",Once
10206,"Dentsu get U.S. subsidiary, but dem get low profile.
","Dentsu has U.S. subsidiaries, but they keep low profiles",Dentsu has U.S. subsidiaries,they keep low profiles,"Dentsu get U.S. subsidiary,",dem get low profile.,but
10313,"After Hugo hit, many insurance company take over their insurance.
","After Hugo hit, many insurers exhausted their reinsurance coverage",many insurers exhausted their reinsurance coverage,Hugo hit,many insurance company take over their insurance. insurance.,"Hugo hit,",After
10433,"dey enter business as de dey make am
",to enter trades as they make them,to enter trades,they make them,dey enter dey business,de make am,as
10658,": create as di UAL plan take fail
",created as the UAL plan crumbled,created,the UAL plan crumbled,create,di UAL plan : take fail,as
10661,"True true, price action na something wey dey unpredictable and na im dey make person fear
","Sure, price action is volatile and that's scary","Sure, price action is volatile",that's scary,"True true, price action something unpredictable",wey dey im dey unpredictable fear,and
10680,"Dem dey collect their money, and their dividend no dey finish.
",because their earnings are up and their dividends are up,because their earnings are up,their dividends are up,"Dem their dey money, collect money,",their dividend finish. finish.,and
10889,"to enter inside money fund wen inflation dey
",to go into money funds when rates are rising,to go into money funds,rates are rising,to enter inside money fund,inflation wen dey,wen
10952,"Wetin go happen if this things continue to increase?
",What happens if these increases do not materialize,What happens,these increases do not materialize,increase? happen,this increase? continue to Wetin things,if
10994,": to make our mind strong well well when dollar no dey again
",to strengthen substantially when there are dollar retreats,to strengthen substantially,there are dollar retreats,to make strong well well,our no dollar dey again,when
11022,": Una no go get work again because una no get.
",to be denied employment because you are disabled,to be denied employment,you are disabled,: go get work,una no get.,because
11121,"Credit Suisse. Fees 1 5/8
",Guarantee by Credit Suisse. Fees 1 5/8,Guarantee by Credit Suisse,Fees 1 5/8,Credit Suisse.,Fees 1 5/8,
11210,": to adopt the charter after we don change the way dem dey do
",to adopt the charter after having rebutted the action program,to adopt the charter,having rebutted the action program,to adopt the charter,we don change way the dem do,after
11213,"If dem finish today, Sharpshon go fit pump tomorrow.
","If they finish today, the Sharpshooter can pump tomorrow",the Sharpshooter can pump tomorrow,they finish today,tomorrow. Sharpshon fit go pump tomorrow.,"dem finish today,",If
11233,"Something don change o, e no dey worse now.
","something has changed. ""It doesn't appear to be getting worse",something has changed,It doesn't appear to be getting worse,"Something o, change now.","o, e don no dey dey now. worse",
11303,"E don dey hard for people now, dem dey too busy.
","Already ""it's hard to get people. They're so busy","Already ""it's hard to get people",They're so busy,"E don dey now, hard now, for people busy.",dem dey too busy.,
11333,"Dat'S di word, di word dey out.
",That's the word. The word is out,That's the word,The word is out,"Dat'S di word, out.",di word dey out.,
11376,"Jehovah seize ticket when e dey use
",by confiscating the tickets when they're used,by confiscating the tickets,they're used,Jehovah Jehovah seize ticket,e dey use,when
11390,"Flight Attendants Lag Before Jehovah Even Land
",Flight Attendants Lag  Before Jets Even Land,Flight Attendants Lag,Jets Even Land,Flight Attendants Lag,Even Land,Jehovah
11401,"Dem go be hero if evacuation dey happen
",them to be heroes if there's an evacuation,them to be heroes,there's an evacuation,Dem go be hero,dey happen evacuation,if
11496,"Because im talk sey when Rothschild call me, I no fit withstand am.
","because, he says, ""When the Rothschilds called, I couldn't resist",because I couldn't resist,the Rothschilds called,Text Not Found,"im Rothschild me, call me,",when am.
11533,"E say e dey too disruptive o, sey e no be investment.
","It's too disruptive,"" he says. ""It isn't investing",It's too disruptive,It isn't investing,"E dey too disruptive o,",sey e no be sey investment.,
11625,"E no dey change, but e get people wey dey around am
","He has not changed, but those around him have",He has not changed,those around him have,"E dey no change,",people around dey am,but
11715,"Oga God, wey im name na Gorbachev, talk am for 1987 before e drop am for ground
",announced by Mr. Gorbachev in 1987 and later dropped,announced by Mr. Gorbachev in 1987,and dropped,"name before Oga God, Gorbachev, for 1987",Text Not Found,drop
11718,"who dey stand if dem put am for ground
",who stand to lose out if they are implemented,who stand to lose out,they are implemented,who dey dey put stand,dem for ground,if
