filename,set,reltype,connspan,conn_raw,conn_uttid,x2,x3,conn1,conn2,rs1,rs2,x5,x6,x7,arg1raw,arg1span,arg1_uttid,x9,x10,x11,arg2raw,arg2span,arg2_uttid,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,incomplete,relstart,EN_conn_utt,NP_conn_utt,EN_arg1_utt,EN_arg2_utt,Arg1_RawText,Arg2_RawText,EN_conn_utt_span,EN_arg1_utt_span,EN_arg2_utt_span,Arg1_SpanList,Arg2_SpanList,NP_conn_utt_span,Relation,Conn1,Conn2,ConnHeadSemClass1,Conn2SemClass1,ConnHeadSemClass2,Conn2SemClass2,Arg1_RawText,Arg2_RawText,Arg1_FirstSpanStart,Arg2_FirstSpanStart,FullRawText
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,EntRel,,,,,,0,0,,,,,,Okay,1966..1970,ABJ_GWA_14_Mary-Lifestory_MG__45,,,,"So after some time, she started taking breastmilk again",1974..2029,ABJ_GWA_14_Mary-Lifestory_MG__46,,,,,,Full Agreement,,,,1974.0,DEFAULT,,Null,1966,,,Okay!,"So after some time, she started taking breastmilk again.",Okay!,"So after some time, she con start to collect breastmilk again.",,1966..1971,1974..2030,1725..1730,1733..1795,,EntRel,,,,,,,Okay!,"So after some time, she started taking breastmilk again.",1725,1733,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 33, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,in sum,0,Expansion.Level-of-detail.Arg1-as-detail,,,,,"So she was eating, sleeping and everything.",2033..2076,ABJ_GWA_14_Mary-Lifestory_MG__47,,,,"That was how we went on, going bit by bit.",2079..2121,ABJ_GWA_14_Mary-Lifestory_MG__48,,,,,,,,,,,,,Null,2033,,,"So she was eating, sleeping and everything.","That was how we went on, going bit by bit.","So she dey chop, dey sleep, everyting.","Na so we con dey do am, dey rough am small, small.",,2033..2076,2079..2121,1798..1836,1839..1889,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,"So she was eating, sleeping, everything.","That was how we went on, going bit by bit.",1798,1839,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 34, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,But her hair has grown.,2216..2239,ABJ_GWA_14_Mary-Lifestory_MG__50,,,,She's a girl.,2242..2255,ABJ_GWA_14_Mary-Lifestory_MG__51,,,,,,,,,,,,,Null,2216,,,But her hair has grown.,She's a girl.,But her hair don grow now.,Na girl.,,2216..2239,2242..2255,1984..2010,2013..2021,,Implicit,and,,Expansion.Conjunction,,,,But her hair has grown.,Girls.,1984,2013,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 35, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"So I have started plaiting her hair little by little, little by little, and I'm buying clothes.",2258..2353,ABJ_GWA_14_Mary-Lifestory_MG__52,,,,We take pictures.,2356..2373,ABJ_GWA_14_Mary-Lifestory_MG__53,,,,,,,,,,,,,Null,2258,,,"So I have started plaiting her hair little by little, little by little, and I'm buying clothes.",We take pictures.,"So I don dey plait im hair small, small, small, small, dey buy cloth.",We dey take photo.,,2258..2353,2356..2373,2024..2093,2096..2114,,Implicit,and,,Expansion.Conjunction,,,,"So I have started plaiting her hair little by little, little by little, and I've started buying clothes.",We take pictures.,2024,2096,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 36, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,We take pictures.,2356..2373,ABJ_GWA_14_Mary-Lifestory_MG__53,,,,"The girl, she likes to play with phones.",2376..2416,ABJ_GWA_14_Mary-Lifestory_MG__54,,,,,,,,,,,,,Null,2356,,,We take pictures.,"The girl, she likes to play with phones.",We dey take photo.,"Di girl, she like to play with phone o.",,2356..2373,2376..2416,2096..2114,2117..2156,,Implicit,and,,Expansion.Conjunction,,,,We take pictures.,"The girl, she likes to play with phones.",2096,2117,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 37, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,more specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,"The girl, she likes to play with phones.",2376..2416,ABJ_GWA_14_Mary-Lifestory_MG__54,,,,"Phones, laptops, television, all those things attract her.",2419..2477,ABJ_GWA_14_Mary-Lifestory_MG__55,,,,,,,,,,,,,Null,2376,,,"The girl, she likes to play with phones.","Phones, laptops, television, all those things attract her.","Di girl, she like to play with phone o.","Phone, laptop, telly, all dose tins dey attract am.",,2376..2416,2419..2477,2117..2156,2159..2210,,Implicit,more specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,"The girl, she likes to play with phones.","Phones, laptops, telly, all those things attract her.",2117,2159,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 38, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,"Phones, laptops, television, all those things attract her.",2419..2477,ABJ_GWA_14_Mary-Lifestory_MG__55,,,,I don't know if she wants to do... if she wants to go into the entertainment industry or something.,2480..2579,ABJ_GWA_14_Mary-Lifestory_MG__56,,,,,,,,,,,,,Null,2419,,,"Phones, laptops, television, all those things attract her.",I don't know if she wants to do... if she wants to go into the entertainment industry or something.,"Phone, laptop, telly, all dose tins dey attract am.","I no know wheder she wan do, wheder na entertainment she wan do now, or wetin.",,2419..2477,2480..2579,2159..2210,2213..2291,,Implicit,so,,Contingency.Cause.Result,,,,"Phones, laptops, telly, all those things attract her.",I don’t know if she wants to do... if she wants to go into the entertainment industry or something.,2159,2213,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 39, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,indeed,0,Expansion.Equivalence,,,,,I don't know if she wants to do... if she wants to go into the entertainment industry or something.,2480..2579,ABJ_GWA_14_Mary-Lifestory_MG__56,,,,I don't know.,2582..2595,ABJ_GWA_14_Mary-Lifestory_MG__57,,,,,,,,,,,,,Null,2480,,,I don't know if she wants to do... if she wants to go into the entertainment industry or something.,I don't know.,"I no know wheder she wan do, wheder na entertainment she wan do now, or wetin.",I no know.,,2480..2579,2582..2595,2213..2291,2294..2304,,Implicit,indeed,,Expansion.Equivalence,,,,I don’t know if she wants to do... if she wants to go into the entertainment industry or something.,I dunno.,2213,2294,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 40, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,I don't know.,2582..2595,ABJ_GWA_14_Mary-Lifestory_MG__57,,,,"We never know, but...",2598..2619,ABJ_GWA_14_Mary-Lifestory_MG__58,,,,,,,,,,,,,Null,2582,,,I don't know.,"We never know, but...",I no know.,"We never know, but...",,2582..2595,2598..2619,2294..2304,2307..2328,,Implicit,because,,Contingency.Cause.Reason,,,,I dunno.,"We don't know, but...",2294,2307,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 41, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,"Well, she has not started talking, but we play, we laugh.",2622..2679,ABJ_GWA_14_Mary-Lifestory_MG__59,,,,We are just...,2682..2696,ABJ_GWA_14_Mary-Lifestory_MG__60,,,,,,,,,,,,,arg2-incomplete,2622,,,"Well, she has not started talking, but we play, we laugh.",We are just...,"She never even start to talk sha, but we dey play, we dey laugh.",We just dey...,,2622..2679,2682..2696,2331..2395,2398..2412,,Implicit,so,,Contingency.Cause.Result,,,,"Well, she has not started talking, but we play, we laugh.",We are just...,2331,2398,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 42, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,0,0,Reformulation,,,,,We are just...,2682..2696,ABJ_GWA_14_Mary-Lifestory_MG__60,,,,We are just fine.,2699..2716,ABJ_GWA_14_Mary-Lifestory_MG__61,,,,,,,,,,,,,arg1-incomplete,2682,,,We are just...,We are just fine.,We just dey...,We just dey.,,2682..2696,2699..2716,2398..2412,2415..2427,,Implicit,,,reformulation,,,,We are just...,We're just fine.,2398,2415,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 43, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,indeed,0,Expansion.Equivalence,,,,,We are just fine.,2699..2716,ABJ_GWA_14_Mary-Lifestory_MG__61,,,,"We are just fine, enjoying.",2719..2746,ABJ_GWA_14_Mary-Lifestory_MG__62,,,,,,,,,,,,,Null,2699,,,We are just fine.,"We are just fine, enjoying.",We just dey.,"We just dey like dat, dey enjoy.",,2699..2716,2719..2746,2415..2427,2430..2462,,Implicit,indeed,,Expansion.Equivalence,,,,We're just fine.,"We're just fine, enjoying.",2415,2430,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 44, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"We are just fine, enjoying.",2719..2746,ABJ_GWA_14_Mary-Lifestory_MG__62,,,,"After my mom stayed with me for one month, she left.",2749..2801,ABJ_GWA_14_Mary-Lifestory_MG__63,,,,,,,,,,,,,Null,2719,,,"We are just fine, enjoying.","After my mom stayed with me for one month, she left.","We just dey like dat, dey enjoy.","As my mama stay with me one month, she don go.",,2719..2746,2749..2801,2430..2462,2465..2511,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,"We're just fine, enjoying.","English : After my mother stayed with me for one month, she left.",2430,2465,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 45, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,"After my mom stayed with me for one month, she left.",2749..2801,ABJ_GWA_14_Mary-Lifestory_MG__63,,,,"Me and my husband started doing it little by little, little by little, together.",2804..2884,ABJ_GWA_14_Mary-Lifestory_MG__64,,,,,,,,,,,,,Null,2749,,,"After my mom stayed with me for one month, she left.","Me and my husband started doing it little by little, little by little, together.","As my mama stay with me one month, she don go.","Na me, and my husband con dey do am small, small, small, small together.",,2749..2801,2804..2884,2465..2511,2514..2586,,Implicit,so,,Contingency.Cause.Result,,,,"English : After my mother stayed with me for one month, she left.","Then my husband and I started doing it little by little, little by little, together.",2465,2514,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 46, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,"So at least, sometimes, me too... I'll say I am going on, on break.",2967..3034,ABJ_GWA_14_Mary-Lifestory_MG__67,,,,"When she goes to daycare, I'll be able to work.",3037..3084,ABJ_GWA_14_Mary-Lifestory_MG__68,,,,,,,,,,,,,Null,2967,,,"So at least, sometimes, me too... I'll say I am going on, on break.","When she goes to daycare, I'll be able to work.","So at least, sometimes, me too, I go say I dey go on, on break.","When she go creche, I go fit work.",,2967..3034,3037..3084,2658..2721,2724..2758,,Implicit,because,more specifically,Contingency.Cause.Reason,Expansion.Level-of-detail.Arg2-as-detail,,,"So at least, sometimes, me too... I'd say I'm going on, on break.","When she goes to the daycare, I will be able to work.",2658,2724,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 47, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"When she goes to daycare, I'll be able to work.",3037..3084,ABJ_GWA_14_Mary-Lifestory_MG__68,,,,I come back to the house in the afternoon.,3087..3129,ABJ_GWA_14_Mary-Lifestory_MG__69,,,,,,,,,,,,,Null,3037,,,"When she goes to daycare, I'll be able to work.",I come back to the house in the afternoon.,"When she go creche, I go fit work.",I go come back for house for afternoon.,,3037..3084,3087..3129,2724..2758,2761..2800,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,"When she goes to the daycare, I will be able to work.",I come back to the house in the afternoon.,2724,2761,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 48, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,I come back to the house in the afternoon.,3087..3129,ABJ_GWA_14_Mary-Lifestory_MG__69,,,,"In the evening, we continue as usual.",3132..3169,ABJ_GWA_14_Mary-Lifestory_MG__70,,,,,,,,,,,,,Null,3087,,,I come back to the house in the afternoon.,"In the evening, we continue as usual.",I go come back for house for afternoon.,"Evening time, we go continue wetin we just dey do.",,3087..3129,3132..3169,2761..2800,2803..2853,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,I come back to the house in the afternoon.,"In the evening, we will continue what we are doing.",2761,2803,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 49, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,EntRel,,,,,,0,0,,,,,,"In the evening, we continue as usual.",3132..3169,ABJ_GWA_14_Mary-Lifestory_MG__70,,,,"Me, I work for the local government.",3172..3208,ABJ_GWA_14_Mary-Lifestory_MG__71,,,,,,,,,,,,,Null,3132,,,"In the evening, we continue as usual.","Me, I work for the local government.","Evening time, we go continue wetin we just dey do.","Me, I dey work for local government.",,3132..3169,3172..3208,2803..2853,2856..2892,,EntRel,,,,,,,"In the evening, we will continue what we are doing.","Me, I work for the local government.",2803,2856,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 50, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,in other words,0,Expansion.Equivalence,,,,,"Me, I work for the local government.",3172..3208,ABJ_GWA_14_Mary-Lifestory_MG__71,,,,I'm a civil servant.,3211..3231,ABJ_GWA_14_Mary-Lifestory_MG__72,,,,,,,,,,,,,Null,3172,,,"Me, I work for the local government.",I'm a civil servant.,"Me, I dey work for local government.",I be government worker.,,3172..3208,3211..3231,2856..2892,2895..2918,,Implicit,indeed,,Expansion.Equivalence,,,,"Me, I work for the local government.",I'm a civil servant.,2856,2895,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 51, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,more specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,"But the good thing is that since I gave birth, the government has a procedure.",3284..3362,ABJ_GWA_14_Mary-Lifestory_MG__74,,,,"I gave birth, I got uh...",3365..3390,ABJ_GWA_14_Mary-Lifestory_MG__75,,,,,,,,,,,,,arg2-incomplete,3284,,,"But the good thing is that since I gave birth, the government has a procedure.","I gave birth, I got uh...","But di good ting be sey as I born pikin, e get as government take do am.","I born pikin, I get eh...",,3284..3362,3365..3390,2972..3044,3047..3072,,Implicit,more specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,"But the good thing is that since I gave birth, the government has a procedure.","I gave birth, I got uh...",2972,3047,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 52, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,0,0,Reformulation,,,,,"I gave birth, I got uh...",3365..3390,ABJ_GWA_14_Mary-Lifestory_MG__75,,,,I was on maternity leave for three months.,3393..3435,ABJ_GWA_14_Mary-Lifestory_MG__76,,,,,,,,,,,,,arg1-incomplete,3365,,,"I gave birth, I got uh...",I was on maternity leave for three months.,"I born pikin, I get eh...",I dey maternity leave for three months.,,3365..3390,3393..3435,3047..3072,3075..3114,,Implicit,,,reformulation,,,,"I gave birth, I got uh...",Having been on maternity leave for three months.,3047,3075,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 53, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,in other words,0,Expansion.Equivalence,,,,,I was on maternity leave for three months.,3393..3435,ABJ_GWA_14_Mary-Lifestory_MG__76,,,,I was away for three months.,3438..3466,ABJ_GWA_14_Mary-Lifestory_MG__77,,,,,,,,,,,,,Null,3393,,,I was on maternity leave for three months.,I was away for three months.,I dey maternity leave for three months.,I go three months.,,3393..3435,3438..3466,3075..3114,3117..3135,,Implicit,so,in other words,Contingency.Cause.Result,Expansion.Equivalence,,,Having been on maternity leave for three months.,I was away for three months.,3075,3117,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 54, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,I was away for three months.,3438..3466,ABJ_GWA_14_Mary-Lifestory_MG__77,,,,"When I came back, three months... for those three months now, immediately I resumed, if others finish by four o' clock, they let me finish by two o' clock.",3469..3624,ABJ_GWA_14_Mary-Lifestory_MG__78,,,,,,,,,,,,,Null,3438,,,I was away for three months.,"When I came back, three months... for those three months now, immediately I resumed, if others finish by four o' clock, they let me finish by two o' clock.",I go three months.,"When I come back three months, for dat three months now, as I resume work, if oder people dey close for four o'clock, de gree make I dey close two o'clock.",,3438..3466,3469..3624,3117..3135,3138..3293,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,I was away for three months.,"When I came back three months... for those three months now, as I resumed, if others finish at four o clock, they let me finish at two o clock.",3117,3138,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 55, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,Null,Null,and,0,Expansion.Conjunction,,,,,"So I finish on time, go get my child, and head home",3627..3678,ABJ_GWA_14_Mary-Lifestory_MG__79,Null,Null,Null,So this arrangement of two o' clock will go f-... will go on for six months,3682..3757,ABJ_GWA_14_Mary-Lifestory_MG__80,Null,Null,Null,,,,,,,3682.0,DEFAULT,,Null,3627,,,"So I finish on time, go get my child, and head home.",So this arrangement of two o' clock will go f-... will go on for six months.,"So I go close on time, go carry pikin go house.",So dis two o'clock one go go f-... go run for six months.,,3627..3679,3682..3758,3296..3343,3346..3403,,Implicit,and,,Expansion.Conjunction,,,,"So I finish on time, go get my child to the house.",So this arrangement of two o clock will go f-... will go on for six months.,3296,3346,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 56, dtype: object"
ABJ_GWA_14_Mary-Lifestory_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,So this arrangement of two o' clock will go f-... will go on for six months.,3682..3758,ABJ_GWA_14_Mary-Lifestory_MG__80,,,,"After six months, I will start working again.",3761..3806,ABJ_GWA_14_Mary-Lifestory_MG__81,,,,,,,,,,,,,Null,3682,,,So this arrangement of two o' clock will go f-... will go on for six months.,"After six months, I will start working again.",So dis two o'clock one go go f-... go run for six months.,"After six months, I go con start work again.",,3682..3758,3761..3806,3346..3403,3406..3450,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,So this arrangement of two o clock will go f-... will go on for six months.,"After six months, I will start working again.",3346,3406,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 57, dtype: object"
